rank_diff,elo_diff,grass_win_pct_diff,form5_grass_diff,form10_all_diff,rest_days_diff,month_sin,month_cos,is_wimbledon,round_encoded,label,year,tourney_name,winner_name,loser_name
-125.0,-95.42970754832481,-0.5606060606060606,-0.6,-0.5,-369.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2023,hall of fame championships,johnson s.,chung y.
61.0,-15.165351342960093,0.4,0.4,0.4,0.0,1.2246467991473532e-16,-1.0,1,0,1,2000,wimbledon,santoro f.,gaudenzi a.
39.0,-15.134996407702602,0.09583333333333333,-0.0,0.19999999999999996,2.0,1.2246467991473532e-16,-1.0,0,0,0,2007,stella artois,clement a.,djokovic n.
44.0,76.2469601824373,0.009615384615384581,0.0,-0.09999999999999998,0.0,1.2246467991473532e-16,-1.0,0,0,1,2014,aegon championships,querrey s.,kudla d.
-189.0,-51.03762463405269,-0.5333333333333333,-0.4,-0.5,-346.0,1.2246467991473532e-16,-1.0,0,0,1,2010,aegon championships,tomic b.,seppi a.
85.0,74.7627203958582,0.2666666666666666,0.4,0.2666666666666666,-12.0,1.2246467991473532e-16,-1.0,1,0,0,2011,wimbledon,harrison r.,dodig i.
-38.0,12.164304196856847,0.05012531328320802,0.20000000000000007,0.0,-1.0,1.2246467991473532e-16,-1.0,1,0,1,2012,wimbledon,dimitrov g.,anderson k.
46.0,-63.3941297553165,-0.5925925925925926,-0.2,-0.4,-351.0,1.2246467991473532e-16,-1.0,0,0,0,2014,aegon championships,baghdatis m.,klahn b.
74.0,195.88889512978403,0.125,0.30000000000000004,0.19999999999999996,-1815.0,1.2246467991473532e-16,-1.0,1,0,1,2014,wimbledon,stepanek r.,cuevas p.
-30.0,-395.9080417176615,-0.2686170212765957,-0.0,-0.20000000000000007,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2009,wimbledon,federer r.,kohlschreiber p.
-7.0,-35.323067990447726,-0.051136363636363646,-0.19999999999999996,-0.0,7.0,1.2246467991473532e-16,-1.0,1,0,0,2001,wimbledon,bjorkman j.,chang m.
-595.0,-84.83433009642954,-0.5277777777777778,-0.6,-0.6,-710.0,1.2246467991473532e-16,-1.0,0,0,0,2021,queen's club championships,fognini f.,lu y.
48.0,1.513442333436842,0.5,0.5,0.5,347.0,1.2246467991473532e-16,-1.0,0,0,0,2004,stella artois,patience o.,ferrer d.
-15.0,59.81489429012095,0.02777777777777779,-0.0,0.09999999999999998,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,2003,wimbledon,grosjean s.,henman t.
-40.0,-66.36592884590277,-0.16267942583732053,-0.39999999999999997,0.0,351.0,1.2246467991473532e-16,-1.0,0,0,1,2023,queen's club championships,schwartzman d.,mcdonald m.
-30.0,-94.38118655769586,0.41509433962264153,0.19999999999999996,0.30000000000000004,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2010,aegon international,llodra m.,robert s.
85.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2000,stella artois,llodra m.,sa a.
-69.0,-209.00258136124876,-0.3687943262411348,-0.26666666666666666,-0.36666666666666664,-3.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2023,wimbledon,safiullin r.,bautista agut r.
-30.0,4.3964594161818695,-0.0670995670995671,0.19999999999999996,0.09999999999999998,0.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2009,wimbledon,haas t.,djokovic n.
-10.0,66.88737278228473,0.6666666666666666,0.8,0.6666666666666666,-364.0,1.2246467991473532e-16,-1.0,1,0,1,2001,wimbledon,canas g.,gaudio g.
-23.0,-171.99401370054693,-0.5138888888888888,-1.0,-0.6888888888888889,355.0,1.2246467991473532e-16,-1.0,0,0,0,2023,halle open,griekspoor t.,carballes baena r.
-11.0,-112.57075727197275,-0.08445532435740516,-0.20000000000000007,-0.20000000000000007,-0.0,-0.4999999999999997,-0.8660254037844388,1,0,0,2015,wimbledon,wawrinka s.,goffin d.
-266.0,-242.22632107828463,-0.20833333333333337,0.06666666666666665,-0.13333333333333341,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2004,stella artois,hewitt l.,marray j.
18.0,23.81258955657472,0.25,0.15000000000000002,0.25,360.0,1.2246467991473532e-16,-1.0,1,0,1,2006,wimbledon,garcia-lopez g.,minar i.
-9.0,55.63068621665502,0.42857142857142855,0.4,0.42857142857142855,-1.0,1.2246467991473532e-16,-1.0,1,0,1,2011,wimbledon,kamke t.,kavcic b.
