rank_diff,elo_diff,grass_win_pct_diff,form5_grass_diff,form10_all_diff,rest_days_diff,month_sin,month_cos,is_wimbledon,round_encoded,label,year,tourney_name,winner_name,loser_name
43.0,-1.0822552338934202,0.3333333333333333,0.3333333333333333,0.3333333333333333,350.0,1.2246467991473532e-16,-1.0,0,0,0,2001,nottingham open,kratochvil m.,martin a.
-227.0,-49.40110786715695,-0.46153846153846156,-0.4,-0.5,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2011,wimbledon,stakhovsky s.,cox d.
86.0,-227.59705964833597,-0.30000000000000004,-0.19999999999999996,-0.32499999999999996,-6.0,1.2246467991473532e-16,-1.0,1,0,0,2016,wimbledon,del potro j.m.,robert s.
-81.0,-236.26370682211473,-0.24285714285714288,-0.19999999999999996,-0.39999999999999997,24.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2015,hall of fame championships,karlovic i.,marchenko i.
3.0,-253.18644043302675,-0.3695652173913043,-0.0,-0.19999999999999996,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2004,wimbledon,hewitt l.,moya c.
-11.0,-78.28146519243228,-0.5,-0.4,-0.5,371.0,1.2246467991473532e-16,-1.0,0,0,1,2018,mercedes cup,pella g.,millman j.
-23.0,-128.02242891399692,-0.13194444444444442,0.20000000000000007,0.10000000000000009,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2009,aegon championships,roddick a.,karlovic i.
-90.0,26.00181756651432,0.16666666666666663,0.09999999999999998,0.16666666666666663,0.0,1.2246467991473532e-16,-1.0,0,5,1,2024,eastbourne,billy harris,flavio cobolli
38.0,41.47060529268424,0.11690821256038642,0.20000000000000007,0.10000000000000009,-1.0,1.2246467991473532e-16,-1.0,0,0,0,2011,aegon international,stepanek r.,tsonga j.w.
-63.0,-45.163511840177534,-0.2121212121212121,-0.19999999999999996,-0.26666666666666666,0.0,1.2246467991473532e-16,-1.0,0,0,1,2005,ordina open,hernych j.,coria g.
-55.0,-232.9905864142413,-0.46581196581196577,-0.6,-0.7,-3.0,1.2246467991473532e-16,-1.0,1,0,0,2015,wimbledon,raonic m.,gimeno-traver d.
98.0,-98.29464370188771,-0.16666666666666669,0.1333333333333333,-0.26666666666666666,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2019,hall of fame championships,zverev m.,andreozzi g.
-155.0,-210.20962894767422,-0.37398373983739835,-0.6666666666666667,-0.5666666666666667,1.0,1.2246467991473532e-16,-1.0,1,0,0,2012,wimbledon,ferrer d.,de schepper k.
331.0,9.183211965640794,0.0714285714285714,0.09999999999999998,0.0714285714285714,0.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2001,hall of fame championships,godwin n.,carlsen k.
12.0,-66.64491408489721,-0.12140350877192979,-0.2,-0.2,-7.0,1.2246467991473532e-16,-1.0,0,0,1,2017,antalya open,darcis s.,istomin d.
9.0,364.79173260070206,0.25194931773879137,0.19999999999999996,0.19999999999999996,0.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2007,wimbledon,federer r.,haas t.
16.0,51.38194416283568,0.0404411764705882,0.0,0.10000000000000009,0.0,1.2246467991473532e-16,-1.0,0,0,1,2007,gerry weber open,baghdatis m.,kohlschreiber p.
-120.0,-42.036178869059995,0.006568144499178974,-0.4,-0.0,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2014,wimbledon,nishikori k.,bolelli s.
62.0,-35.279926858689805,-0.20714285714285713,-0.35,-0.15000000000000002,6.0,1.2246467991473532e-16,-1.0,0,0,1,2015,aegon open,cuevas p.,sela d.
-64.0,0.6237864374240871,0.041666666666666685,0.26666666666666666,0.041666666666666685,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2003,stella artois,ancic m.,knowle j.
37.0,9.20367501024407,-0.5,-0.6,-0.5,1.0,1.2246467991473532e-16,-1.0,0,0,1,2025,stuttgart open,nakashima b.,tien l.
-14.0,-35.57382856643767,0.4,0.2,0.4,1800.0,1.2246467991473532e-16,-1.0,0,0,0,2009,gerry weber open,lacko l.,levy h.
-34.0,-87.86145282138978,-0.16666666666666674,-0.20000000000000007,-0.20000000000000007,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2001,gerry weber open,rafter p.,pavel a.
-46.0,-8.237036144430249,0.12121212121212122,-0.20000000000000007,-0.09999999999999998,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2015,gerry weber open,nishikori k.,janowicz j.
25.0,-17.330685572531138,-0.04999999999999999,-0.2,-0.04999999999999999,-1.0,1.2246467991473532e-16,-1.0,1,0,1,2014,wimbledon,kuznetsov an.,evans d.
-9.0,-211.45880162348658,-0.07751937984496127,0.06666666666666665,-0.13333333333333341,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2008,ordina open,ancic m.,darcis s.
-130.0,-99.13948196190199,-0.6111111111111112,-1.0,-0.8,-2.0,1.2246467991473532e-16,-1.0,1,0,0,2008,wimbledon,ferrer d.,stakhovsky s.
-43.0,-180.4626028930611,-0.26545454545454544,-0.0,-0.19999999999999996,-1.0,1.2246467991473532e-16,-1.0,1,0,0,2011,wimbledon,tsonga j.w.,dimitrov g.
113.0,42.702300782441625,-0.28267477203647406,-0.20000000000000007,-0.2571428571428571,0.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2018,hall of fame championships,johnson s.,ramanathan r.
-260.0,38.268747324540755,-0.0,-0.0,-0.0,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2002,wimbledon,gaudio g.,guzman j.p.
-99.0,-218.84865623685528,-0.3092105263157895,-0.39999999999999997,-0.39999999999999997,1.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2015,hall of fame championships,querrey s.,ebden m.
-10.0,-65.44751826771494,-0.2095238095238095,0.1333333333333333,0.033333333333333326,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2025,eastbourne international,sonego l.,marozsan f.
63.0,65.41455138417746,0.1263226791753027,0.0,0.09999999999999998,0.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2019,wimbledon,nadal r.,querrey s.
105.0,47.07711820075633,0.09999999999999998,0.19999999999999996,0.09999999999999998,-367.0,1.2246467991473532e-16,-1.0,1,0,1,2014,wimbledon,dolgopolov o.,groth s.
47.0,-102.2631341949866,-0.3125,-0.2,-0.25,355.0,1.2246467991473532e-16,-1.0,1,0,1,2011,wimbledon,isner j.,mahut n.
-2.0,104.8299451761884,0.07210626185958258,0.6000000000000001,0.19999999999999996,0.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2023,wimbledon,fucsovics m.,giron m.
-38.0,-32.045536370058244,0.19999999999999996,0.2666666666666666,0.16666666666666663,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2018,ricoh open,chardy j.,mcdonald m.
8.0,-26.43652437294827,0.4,0.4,0.4,0.0,1.2246467991473532e-16,-1.0,1,0,1,2003,wimbledon,soderling r.,elseneer g.
48.0,267.3024357570953,0.2873563218390805,0.2,0.3,-15.0,1.2246467991473532e-16,-1.0,0,0,0,2015,topshelf open,marchenko i.,youzhny m.
62.0,-139.44442831856963,-0.5555555555555556,-0.6,-0.6,-17.0,-0.4999999999999997,-0.8660254037844388,1,0,0,2018,wimbledon,tomic b.,hurkacz h.
17.0,-21.496936369379227,0.35714285714285715,0.4,0.5,363.0,1.2246467991473532e-16,-1.0,1,0,1,2016,wimbledon,monaco j.,daniel t.
-52.0,-97.9247088625882,-0.007841215388385225,-0.0,-0.20000000000000007,-1.0,1.2246467991473532e-16,-1.0,0,0,0,2014,aegon international,lopez f.,querrey s.
-15.0,-73.86928679016137,-0.48936170212765956,-0.4,-0.5,1.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2018,hall of fame championships,jung j.,stakhovsky s.
112.0,-89.6148339286533,-0.04065499717673626,0.20000000000000007,-0.0,-0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2023,hall of fame championships,isner j.,paul t.
45.0,-59.699874441088696,-0.7083333333333333,-0.4,-0.6,-1.0,1.2246467991473532e-16,-1.0,0,0,1,2019,mercedes cup,struff j.l.,kecmanovic m.
-113.0,-84.17920777757149,-0.06521739130434778,-0.0,-0.09999999999999998,-0.0,-0.4999999999999997,-0.8660254037844388,1,0,0,2017,wimbledon,nishikori k.,stakhovsky s.
-84.0,-58.656371027523164,-0.23188405797101447,-0.19999999999999996,-0.2666666666666666,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2004,nottingham open,hanescu v.,parmar a.
-352.0,-1.4777218389126574,-0.5,-0.5,-0.5,-0.0,-0.4999999999999997,-0.8660254037844388,1,1,0,2024,wimbledon,holger rune,soon woo kwon
15.0,-26.98603740648491,-0.42857142857142855,-0.4,-0.42857142857142855,716.0,1.2246467991473532e-16,-1.0,0,0,1,2022,rosmalen grass court championships,majchrzak k.,koepfer d.
45.0,-103.42926100806653,-0.3333333333333333,-0.39999999999999997,-0.39999999999999997,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2015,aegon open,dolgopolov o.,thiem d.
-44.0,-119.0440662136084,-0.06000000000000005,-0.09999999999999998,-0.19999999999999996,1.0,1.2246467991473532e-16,-1.0,0,0,1,2012,unicef open,sijsling i.,rochus o.
-172.0,-245.27703007242508,-0.15384615384615385,-0.30000000000000004,-0.30000000000000004,15.0,1.2246467991473532e-16,-1.0,0,0,0,2021,mercedes cup,querrey s.,celikbilek a.
-29.0,20.168824237255194,-0.14285714285714285,-0.0,-0.14285714285714285,356.0,1.2246467991473532e-16,-1.0,1,0,0,2004,wimbledon,hrbaty d.,sanchez d.
122.0,354.7836270200503,0.32978723404255317,0.30000000000000004,0.4,344.0,1.2246467991473532e-16,-1.0,0,0,1,2006,stella artois,roddick a.,dancevic f.
20.0,-7.103409685228826,0.38461538461538464,0.4,0.4,-350.0,1.2246467991473532e-16,-1.0,0,0,1,2002,queens club,sargsian s.,knowle j.
-50.0,-100.06396402823657,-0.0692640692640693,0.19999999999999996,-0.09999999999999998,2.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2023,wimbledon,ymer m.,fritz t.
-277.0,-114.73381430581549,-0.6818181818181818,-0.6,-0.7,358.0,1.2246467991473532e-16,-1.0,0,0,1,2004,ordina open,petzschner p.,popp a.
-328.0,-21.698913762254733,0.36363636363636365,0.4,0.4,-0.0,-0.4999999999999997,-0.8660254037844388,0,4,0,2024,newport,aleksandar vukic,eliot spizzirri
1359.0,-13.088376893399527,0.4,0.4,0.4,11.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2013,hall of fame championships,przysiezny m.,kozlov s.
-745.0,-184.73563496483916,-0.38095238095238093,-0.39999999999999997,-0.41428571428571426,707.0,-0.4999999999999997,-0.8660254037844388,1,0,0,2018,wimbledon,zverev a.,duckworth j.
-68.0,164.4818608800117,0.28974358974358977,0.2,0.30000000000000004,-18.0,1.2246467991473532e-16,-1.0,0,0,1,2010,aegon championships,mahut n.,lu y.h.
31.0,288.996512204154,0.3343799058084772,-0.20000000000000007,0.09999999999999998,-2.0,1.2246467991473532e-16,-1.0,0,0,1,2012,aegon international,roddick a.,fognini f.
11.0,4.033143711143566,-0.42857142857142855,-0.2,-0.5,-715.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2004,hall of fame championships,bogomolov a.,levy h.
-36.0,55.990677017633516,0.08333333333333337,-0.20000000000000007,-0.0,8.0,1.2246467991473532e-16,-1.0,1,0,0,2005,wimbledon,mirnyi m.,schuettler r.
-11.0,121.60077084004115,0.2211538461538461,0.2,0.3,-358.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2019,wimbledon,kudla d.,jaziri m.
-86.0,26.540763323984038,-0.026936026936026924,0.19999999999999996,0.19999999999999996,-342.0,1.2246467991473532e-16,-1.0,0,0,0,2006,stella artois,blake j.,gimelstob j.
60.0,72.25462465678356,0.16666666666666663,0.4,0.19999999999999996,-7.0,1.2246467991473532e-16,-1.0,1,0,0,2001,wimbledon,youzhny m.,santoro f.
-72.0,47.10120906478528,0.09523809523809529,-0.19999999999999996,0.19999999999999996,1.0,1.2246467991473532e-16,-1.0,1,0,0,2013,wimbledon,chardy j.,harrison r.
36.0,65.09620647109432,0.012195121951219523,-0.19999999999999996,0.09999999999999998,2.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2023,wimbledon,fritz t.,hanfmann y.
-7.0,-23.645514372006573,-0.04838709677419356,0.0,0.0,-1082.0,1.2246467991473532e-16,-1.0,0,0,1,2008,ordina open,melzer j.,hanescu v.
12.0,104.39260866800419,0.46666666666666673,0.46666666666666673,0.46666666666666673,-7.0,-0.4999999999999997,-0.8660254037844388,1,2,1,2024,wimbledon,lorenzo musetti,luciano darderi
-133.0,5.198377799712489,0.0,0.0,0.0,35.0,1.2246467991473532e-16,-1.0,0,0,1,2022,mercedes cup,stricker d.,cressy m.
112.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2246467991473532e-16,-1.0,0,4,0,2024,s hertogenbosch,milos raonic,roberto bautista agut
-109.0,0.08554436449344394,-0.46153846153846156,-0.4,-0.5,-0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2001,hall of fame championships,schuettler r.,kim k.
30.0,66.16432664915783,0.048484848484848464,-0.0,0.09999999999999998,4.0,1.2246467991473532e-16,-1.0,0,0,0,2013,aegon international,stepanek r.,kohlschreiber p.
-24.0,-144.4577134178296,-0.5161290322580645,-0.6,-0.7,-343.0,1.2246467991473532e-16,-1.0,0,0,0,2015,gerry weber open,nishikori k.,thiem d.
35.0,28.923095828318992,0.04285714285714293,0.20000000000000007,0.09999999999999998,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2002,gerry weber open,youzhny m.,santoro f.
46.0,13.958688516823713,0.47058823529411764,0.6,0.4,-360.0,1.2246467991473532e-16,-1.0,1,0,0,2003,wimbledon,moodie w.,rosset m.
-85.0,-125.50528683278162,-0.2912087912087912,-0.39999999999999997,-0.3142857142857143,1.0,1.2246467991473532e-16,-1.0,0,0,0,2008,slazenger open,verdasco f.,reynolds b.
-4.0,-35.0083726791961,-0.08834586466165417,0.20000000000000007,0.09999999999999998,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2014,aegon international,istomin d.,roger-vasselin e.
22.0,-79.59062305729731,-0.125,-0.19999999999999996,-0.22499999999999998,-0.0,-0.4999999999999997,-0.8660254037844388,1,0,0,2018,wimbledon,paire b.,shapovalov d.
29.0,157.921195540785,0.18709677419354842,0.19999999999999996,0.30000000000000004,0.0,1.2246467991473532e-16,-1.0,1,0,1,2004,wimbledon,roddick a.,dent t.
-27.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2000,gerry weber open,rafter p.,schalken s.
-67.0,-15.89671149031119,-0.0,-0.0,0.10000000000000003,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2013,wimbledon,dolgopolov o.,giraldo s.
-182.0,-30.713963110400073,0.25,0.2,0.25,-14.0,1.2246467991473532e-16,-1.0,1,0,1,2002,wimbledon,cowan b.,savolt a.
-19.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2021,wimbledon,hoang a.,zhang zh.
-4.0,-95.71726932397905,-0.15322580645161288,-0.0,-0.09999999999999998,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2002,wimbledon,hewitt l.,henman t.
79.0,-33.22975594961508,0.03463203463203468,-0.20000000000000007,0.09999999999999998,-12.0,1.2246467991473532e-16,-1.0,0,0,1,2023,rosmalen grass court championships,bublik a.,goffin d.
-422.0,63.14001468163542,0.17812499999999998,0.2,-0.0,728.0,1.2246467991473532e-16,-1.0,1,0,0,2016,wimbledon,sousa j.,tursunov d.
105.0,292.403451544915,0.0714285714285714,0.050000000000000044,-0.050000000000000044,0.0,1.2246467991473532e-16,-1.0,0,0,1,2007,stella artois,roddick a.,cilic m.
-65.0,-596.259737104762,-0.5428571428571429,-0.8,-0.6000000000000001,-1.0,1.2246467991473532e-16,-1.0,0,0,0,2010,gerry weber open,federer r.,falla a.
-454.0,104.63230348170691,0.06944444444444442,0.19999999999999996,0.0444444444444444,716.0,1.2246467991473532e-16,-1.0,1,0,1,2011,wimbledon,gonzalez f.,dolgopolov o.
86.0,324.82473922140684,0.30722891566265065,0.19999999999999996,0.19999999999999996,4.0,1.2246467991473532e-16,-1.0,1,0,1,2010,wimbledon,roddick a.,ram r.
38.0,-71.98124166740877,-0.45833333333333337,-0.20000000000000007,-0.43333333333333335,-0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2018,hall of fame championships,ramanathan r.,smyczek t.
90.0,-115.58072513760726,-0.6293103448275862,-0.4,-0.4,-716.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2021,hall of fame championships,karlovic i.,zapata miralles b.
27.0,156.757446412812,0.013333333333333308,0.20000000000000007,0.20000000000000007,-1.0,1.2246467991473532e-16,-1.0,0,0,1,2014,topshelf open,mahut n.,johnson s.
-42.0,153.88810882460484,0.30932203389830504,0.35,0.35,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2019,antalya open,carreno busta p.,tomic b.
24.0,-170.21182969912797,-0.19413648681941365,0.0,-0.20000000000000007,0.0,1.2246467991473532e-16,-1.0,0,0,1,2011,gerry weber open,kohlschreiber p.,hewitt l.
117.0,-12.198939097789435,-0.05555555555555558,-0.09999999999999998,-0.05555555555555558,0.0,1.2246467991473532e-16,-1.0,0,0,1,2001,heineken trophy,schalken s.,zib t.
11.0,-33.712886597510305,-0.06666666666666665,-0.0,-0.0,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2001,gerry weber open,escude n.,haas t.
51.0,132.48252211917816,0.11311311311311306,0.6000000000000001,0.19999999999999996,13.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2018,hall of fame championships,pospisil v.,zverev m.
157.0,-68.51053275313257,-0.02170963364993217,-0.39999999999999997,-0.3,12.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2023,hall of fame championships,humbert u.,johnson s.
-68.0,1.656729972627545,0.09999999999999998,0.19999999999999996,0.19999999999999996,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2014,wimbledon,raonic m.,sock j.
-38.0,-40.6576955884625,-0.04999999999999999,-0.19999999999999996,-0.19999999999999996,4.0,1.2246467991473532e-16,-1.0,0,0,0,2016,gerry weber open,goffin d.,coric b.
-27.0,93.00336640598857,0.2198067632850242,0.0,0.29999999999999993,0.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2006,wimbledon,tursunov d.,ljubicic i.
71.0,-34.18146263428548,-0.75,-0.75,-0.75,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2000,stella artois,sanguinetti d.,grosjean s.
-11.0,-98.8543789193493,-0.3928571428571429,-0.35,-0.35,-3.0,1.2246467991473532e-16,-1.0,1,0,0,2006,wimbledon,mayer f.,vik r.
22.0,-107.11272385944721,-0.3516129032258064,-0.39999999999999997,-0.4,-372.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2015,hall of fame championships,roger-vasselin e.,kavcic b.
80.0,90.56119955920803,0.27272727272727276,0.19999999999999996,0.09999999999999998,-2.0,1.2246467991473532e-16,-1.0,1,0,1,2007,wimbledon,robredo t.,kendrick r.
-16.0,35.76628935776307,0.25,0.25,0.25,-14.0,1.2246467991473532e-16,-1.0,1,0,1,2000,wimbledon,popp a.,agenor r.
31.0,-44.03024315596622,-0.2142857142857143,-0.30000000000000004,-0.2142857142857143,14.0,1.2246467991473532e-16,-1.0,1,0,0,2000,wimbledon,bjorkman j.,medvedev a.
68.0,-39.29729455061852,-0.12839059674502712,0.2,0.028571428571428525,-3.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2011,hall of fame championships,clement a.,harrison r.
18.0,210.63005527427003,0.1723646723646724,0.20000000000000007,0.20000000000000007,-2.0,1.2246467991473532e-16,-1.0,0,0,1,2014,aegon international,lopez f.,chardy j.
86.0,-34.51249523069123,-0.2063492063492064,-0.20000000000000007,-0.2063492063492064,8.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2019,hall of fame championships,humbert u.,ramanathan r.
36.0,-15.904768574852369,-0.0,-0.0,-0.0,7.0,1.2246467991473532e-16,-1.0,0,0,0,2000,heineken trophy,wessels p.,tieleman l.
-115.0,81.73852994650201,0.08089053803339519,-0.20000000000000007,0.09999999999999998,11.0,1.2246467991473532e-16,-1.0,1,0,1,2011,wimbledon,karlovic i.,tipsarevic j.
37.0,253.21434591139678,0.170057381324987,-0.0,0.20000000000000007,335.0,1.2246467991473532e-16,-1.0,0,0,0,2018,ricoh open,ebden m.,muller g.
-18.0,16.316321419602446,0.0625,-0.0,-0.0,5.0,1.2246467991473532e-16,-1.0,0,0,0,2025,rosmalen grass court championships,hurkacz h.,bautista agut r.
22.0,81.35685480414554,0.11904761904761907,0.20000000000000007,0.09999999999999998,-0.0,-0.4999999999999997,-0.8660254037844388,1,0,0,2023,wimbledon,lehecka j.,paul t.
-1.0,0.047389192582386386,0.054545454545454564,0.0,0.09999999999999998,385.0,1.2246467991473532e-16,-1.0,0,0,1,2007,stella artois,guccione c.,seppi a.
-42.0,-51.29308928293699,-0.5,-0.4,-0.5,2.0,1.2246467991473532e-16,-1.0,1,0,1,2012,wimbledon,goffin d.,tomic b.
-96.0,16.81337318456235,0.03846153846153849,0.6,0.2,-344.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2016,hall of fame championships,dancevic f.,harrison r.
50.0,131.256316412577,0.375,0.35,0.35,-1.0,1.2246467991473532e-16,-1.0,1,0,1,2003,wimbledon,youzhny m.,beck k.
36.0,113.874040645062,0.21778584392014516,0.19999999999999996,0.29999999999999993,0.0,1.2246467991473532e-16,-1.0,0,0,1,2005,ordina open,llodra m.,burgsmuller l.
-369.0,-31.906788497191428,-0.6666666666666666,-0.8,-0.6666666666666666,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2000,wimbledon,philippoussis m.,melzer j.
-98.0,-2.798940682736884,0.5714285714285714,0.6,0.6,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2022,wimbledon,garin c.,grenier h.
1.0,7.296697947321263,0.0060606060606061,0.19999999999999996,-0.0,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2015,topshelf open,muller g.,pospisil v.
-81.0,-202.7482941856813,-0.16153846153846152,-0.20000000000000007,-0.19999999999999996,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2016,wimbledon,cilic m.,stakhovsky s.
128.0,46.94078108058352,0.26666666666666666,0.19999999999999996,0.26666666666666666,-14.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2004,hall of fame championships,blake j.,norman d.
-18.0,-90.15951900145387,-0.015151515151515138,-0.13333333333333341,-0.033333333333333326,0.0,1.2246467991473532e-16,-1.0,0,0,1,2006,ordina open,serra f.,ferrero j.c.
-77.0,-49.89053591809602,-0.18055555555555558,-0.4,-0.18055555555555558,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2003,wimbledon,stepanek r.,draper s.
139.0,40.260310083993545,0.13348416289592757,0.0,0.10000000000000009,0.0,1.2246467991473532e-16,-1.0,0,0,1,2012,unicef open,ferrer d.,petzschner p.
-46.0,2.4862180820921367,-0.03205128205128205,0.0,0.09999999999999998,0.0,1.2246467991473532e-16,-1.0,0,0,1,2002,gerry weber open,youzhny m.,pavel a.
20.0,-48.12351070867203,-0.02539912917271403,-0.4,0.09999999999999998,-5.0,1.2246467991473532e-16,-1.0,1,0,1,2012,wimbledon,kohlschreiber p.,haas t.
-4.0,-210.4210631333533,-0.26442307692307687,-0.6000000000000001,-0.3,3.0,1.2246467991473532e-16,-1.0,1,0,0,2014,wimbledon,becker b.,young d.
135.0,127.13291063188058,0.29059829059829057,0.0,0.19999999999999998,-365.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2017,wimbledon,darcis s.,berankis r.
-6.0,50.603788152673815,0.05111111111111111,-0.0,-0.10000000000000009,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2011,aegon championships,murray a.,roddick a.
-9.0,-91.45570678306558,-0.38492063492063494,-0.2,-0.2571428571428572,1.0,1.2246467991473532e-16,-1.0,0,0,0,2014,aegon international,istomin d.,kukushkin m.
-68.0,-17.818088864097945,-0.38461538461538464,-0.4,-0.5,-0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2004,hall of fame championships,melzer j.,hernych j.
69.0,50.653661351365145,-0.011904761904761973,0.0,-0.09999999999999998,0.0,1.2246467991473532e-16,-1.0,0,0,1,2010,aegon championships,llodra m.,levine j.
-40.0,-434.4361024595412,-0.2837774661056568,-0.0,-0.20000000000000007,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2009,wimbledon,federer r.,garcia-lopez g.
-15.0,147.1553456215163,0.5764705882352941,0.6,0.7,-2.0,1.2246467991473532e-16,-1.0,0,0,0,2021,mercedes cup,harris l.,simon g.
-91.0,66.38743668770007,0.04761904761904756,-0.0,0.19999999999999996,365.0,1.2246467991473532e-16,-1.0,0,0,0,2012,gerry weber open,troicki v.,becker b.
-58.0,-213.3310466109126,0.023809523809523725,-0.13333333333333341,-0.2333333333333334,-0.0,1.2246467991473532e-16,-1.0,1,0,0,2012,wimbledon,fish m.,goffin d.
56.0,179.81024676838933,0.3296703296703297,0.0,0.2,4.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2018,wimbledon,kohlschreiber p.,donskoy e.
51.0,-4.600853847953431,-0.5,-0.5,-0.5,-13.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2014,hall of fame championships,saville l.,polansky p.
51.0,50.74245136838704,0.05392156862745101,-0.39999999999999997,-0.19999999999999996,8.0,1.2246467991473532e-16,-1.0,1,0,1,2010,wimbledon,youzhny m.,sela d.
47.0,58.660122567793906,0.044917257683215195,0.6,0.29999999999999993,330.0,1.2246467991473532e-16,-1.0,0,0,1,2010,aegon championships,querrey s.,ginepri r.
62.0,-15.739268490067616,0.34782608695652173,0.6,0.5,-2.0,-0.4999999999999997,-0.8660254037844388,0,0,1,2023,hall of fame championships,broady l.,mochizuki s.
51.0,-228.2041722999527,-0.2785714285714286,-0.19999999999999996,-0.29999999999999993,0.0,1.2246467991473532e-16,-1.0,1,0,1,2011,wimbledon,kubot l.,karlovic i.
15.0,198.09028038537417,0.15909090909090906,0.0,0.30000000000000004,0.0,-0.4999999999999997,-0.8660254037844388,1,0,1,2017,wimbledon,raonic m.,ramos-vinolas a.
-51.0,-209.72512439419984,-0.006451612903225712,-0.0,-0.09999999999999998,-0.0,1.2246467991473532e-16,-1.0,0,0,0,2022,mercedes cup,berrettini m.,otte o.
-140.0,-31.131680327432377,-0.0,-0.30000000000000004,-0.19999999999999996,719.0,-0.4999999999999997,-0.8660254037844388,0,0,0,2012,hall of fame championships,isner j.,bubka s.
-6.0,-80.12689088287493,-0.42857142857142855,-0.4,-0.4,386.0,1.2246467991473532e-16,-1.0,0,0,0,2018,antalya open,herbert p.h.,delbonis f.
-38.0,163.99942388152567,0.2389265242313705,-0.0,0.19999999999999996,3.0,1.2246467991473532e-16,-1.0,0,0,0,2017,aegon international,haase r.,mahut n.
-3.0,45.907504320799944,0.1208791208791209,-0.20000000000000007,0.19999999999999996,-1.0,1.2246467991473532e-16,-1.0,1,0,0,2014,wimbledon,robredo t.,janowicz j.
-61.0,58.30991628820948,0.08881578947368424,-0.4,-0.09999999999999998,-1.0,1.2246467991473532e-16,-1.0,1,0,0,2021,wimbledon,norrie c.,pouille l.
33.0,-30.415807931063682,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0,3,1,2024,newport,aleksandar kovacevic,harold mayot
-274.0,-108.03208326800359,-0.12195121951219512,-0.4,-0.19999999999999998,713.0,1.2246467991473532e-16,-1.0,0,0,0,2021,viking international,pospisil v.,ward j.
