tourney_name,tourney_date,surface,round,winner_name,loser_name,winner_rank,loser_rank,best_of,source,year
stella artois,2000-06-12,grass,2nd round,llodra m.,sa a.,169,84,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,bryan b.,henman t.,202,14,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,kucera k.,enqvist t.,36,7,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,ivanisevic g.,philippoussis m.,63,17,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,hewitt l.,wheaton d.,11,436,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,mirnyi m.,martin t.,60,22,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,gimelstob j.,santoro f.,102,27,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,agassi a.,dupuis a.,1,105,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,pozzi g.,siemerink j.,76,125,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,santoro f.,goldstein p.,27,74,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,sanguinetti d.,lee m.,104,289,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,sa a.,ilie a.,84,39,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,rusedski g.,ferreira w.,20,42,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,philippoussis m.,arthurs w.,17,95,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,pavel a.,sluiter r.,26,128,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,parmar a.,draper s.,157,400,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,nestor d.,hill m.,163,226,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,nestor d.,lareau s.,163,137,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,wheaton d.,vinciguerra a.,436,40,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,pavel a.,black b.,26,64,3.0,tennis_data,2000
stella artois,2000-06-12,grass,quarterfinals,hewitt l.,pioline c.,11,6,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,pozzi g.,agenor r.,76,97,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,mirnyi m.,hantschk m.,60,90,3.0,tennis_data,2000
stella artois,2000-06-12,grass,the final,hewitt l.,sampras p.,11,4,3.0,tennis_data,2000
stella artois,2000-06-12,grass,semifinals,sampras p.,sanguinetti d.,4,104,3.0,tennis_data,2000
stella artois,2000-06-12,grass,semifinals,hewitt l.,pozzi g.,11,76,3.0,tennis_data,2000
stella artois,2000-06-12,grass,quarterfinals,sanguinetti d.,pavel a.,104,26,3.0,tennis_data,2000
stella artois,2000-06-12,grass,quarterfinals,sampras p.,bryan b.,4,202,3.0,tennis_data,2000
stella artois,2000-06-12,grass,quarterfinals,pozzi g.,safin m.,76,8,3.0,tennis_data,2000
stella artois,2000-06-12,grass,3rd round,sanguinetti d.,nestor d.,104,163,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,pioline c.,gambill j.m.,6,62,3.0,tennis_data,2000
stella artois,2000-06-12,grass,3rd round,sampras p.,llodra m.,4,169,3.0,tennis_data,2000
stella artois,2000-06-12,grass,3rd round,pozzi g.,agassi a.,76,1,3.0,tennis_data,2000
stella artois,2000-06-12,grass,3rd round,pioline c.,gimelstob j.,6,102,3.0,tennis_data,2000
stella artois,2000-06-12,grass,3rd round,hewitt l.,ivanisevic g.,11,63,3.0,tennis_data,2000
stella artois,2000-06-12,grass,3rd round,bryan b.,mirnyi m.,202,60,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,sanguinetti d.,grosjean s.,104,33,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,sampras p.,parmar a.,4,157,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,safin m.,boutter j.,8,92,3.0,tennis_data,2000
stella artois,2000-06-12,grass,2nd round,rusedski g.,knippschild j.,20,114,3.0,tennis_data,2000
stella artois,2000-06-12,grass,3rd round,safin m.,rusedski g.,8,20,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,martin t.,srichaphan p.,22,88,3.0,tennis_data,2000
stella artois,2000-06-12,grass,3rd round,pavel a.,kucera k.,26,36,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,kucera k.,cowan b.,36,170,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,2nd round,escude n.,vinck c.,21,167,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,2nd round,chang m.,medvedev a.,28,47,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,vinck c.,kulti n.,167,224,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,rafter p.,schalken s.,23,50,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,prinosil d.,johansson t.,130,54,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,portas a.,ruud c.,53,99,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,moya c.,caratti c.,51,153,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,medvedev a.,schuettler r.,47,75,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,2nd round,federer r.,larsson m.,38,49,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,ljubicic i.,haas t.,83,19,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,lapentti n.,goellner m.k.,9,351,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,krajicek r.,tarango j.,32,56,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,kafelnikov y.,vicente f.,5,29,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,federer r.,clement a.,38,57,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,escude n.,trifu g.,21,385,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,chang m.,tillstrom m.,28,59,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,burrieza o.,alami k.,174,30,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,llodra m.,rochus c.,169,86,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,larsson m.,ferrero j.c.,49,12,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,2nd round,kafelnikov y.,burrieza o.,5,174,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,1st round,kiefer n.,golmard j.,13,66,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,2nd round,krajicek r.,rafter p.,32,23,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,knippschild j.,witt a.,114,498,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,2nd round,kiefer n.,portas a.,13,53,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,ivanisevic g.,tieleman l.,63,91,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,grosjean s.,bastl g.,33,71,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,gimelstob j.,spadea v.,102,58,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,dupuis a.,gustafsson m.,105,77,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,bryan b.,sargsian s.,202,78,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,boutter j.,manta l.,92,103,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,black b.,huet s.,64,106,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,gambill j.m.,voinea a.,62,87,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,the final,prinosil d.,krajicek r.,130,32,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,semifinals,prinosil d.,kafelnikov y.,130,5,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,semifinals,krajicek r.,chang m.,32,28,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,quarterfinals,prinosil d.,lapentti n.,130,9,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,quarterfinals,krajicek r.,kiefer n.,32,13,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,quarterfinals,kafelnikov y.,escude n.,5,21,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,quarterfinals,chang m.,federer r.,28,38,3.0,tennis_data,2000
stella artois,2000-06-12,grass,1st round,agenor r.,rosset m.,97,34,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,2nd round,lapentti n.,moya c.,9,51,3.0,tennis_data,2000
gerry weber open,2000-06-12,grass,2nd round,prinosil d.,ljubicic i.,130,83,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,siemerink j.,johansson t.,125,55,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,schalken s.,goellner m.k.,52,342,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,rafter p.,van scheppingen d.,27,351,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,pavel a.,wassen r.,34,263,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,hantschk m.,rochus c.,92,88,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,escude n.,van lottum j.,18,117,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,golmard j.,manta l.,70,105,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,damm m.,stanoytchev o.,98,103,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,clavet f.,ljubicic i.,44,79,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,wessels p.,tieleman l.,131,95,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,chang m.,srichaphan p.,26,89,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,gustafsson m.,boruszewski j.,77,376,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,youzhny m.,nestor d.,158,154,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,quarterfinals,damm m.,gustafsson m.,98,77,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,2nd round,braasch k.,pavel a.,426,34,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,2nd round,chang m.,golmard j.,26,70,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,2nd round,clavet f.,wessels p.,44,131,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,2nd round,damm m.,krajicek r.,98,25,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,2nd round,escude n.,youzhny m.,18,158,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,2nd round,gustafsson m.,siemerink j.,77,125,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,2nd round,rafter p.,schalken s.,27,52,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,quarterfinals,chang m.,braasch k.,26,426,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,quarterfinals,escude n.,clavet f.,18,44,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,quarterfinals,rafter p.,alami k.,27,30,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,semifinals,escude n.,chang m.,18,26,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,semifinals,rafter p.,damm m.,27,98,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,the final,rafter p.,escude n.,27,18,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,braasch k.,boutter j.,426,102,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,2nd round,alami k.,hantschk m.,30,92,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,alami k.,stoliarov a.,30,124,3.0,tennis_data,2000
heineken trophy,2000-06-19,grass,1st round,krajicek r.,sluiter r.,25,126,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,semifinals,grosjean s.,bjorkman j.,32,85,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,arthurs w.,schuettler r.,94,76,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,bjorkman j.,henman t.,85,14,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,black b.,sa a.,65,82,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,clement a.,koubek s.,57,36,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,cowan b.,bastl g.,180,72,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,ferreira w.,gimelstob j.,40,99,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,fromberg r.,federer r.,71,35,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,gambill j.m.,lee m.,62,264,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,the final,grosjean s.,black b.,32,65,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,massu n.,landsberg j.,68,611,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,mirnyi m.,martin a.,58,66,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,parmar a.,pioline c.,151,6,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,pozzi g.,sanguinetti d.,64,86,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,rosset m.,chela j.i.,33,53,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,grosjean s.,spadea v.,32,59,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,sargsian s.,ilie a.,78,41,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,1st round,santoro f.,palmer j.,28,519,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,quarterfinals,grosjean s.,ferreira w.,32,40,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,quarterfinals,gambill j.m.,pozzi g.,62,64,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,quarterfinals,black b.,parmar a.,65,151,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,quarterfinals,bjorkman j.,fromberg r.,85,71,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,2nd round,pozzi g.,clement a.,64,57,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,semifinals,black b.,gambill j.m.,65,62,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,2nd round,grosjean s.,arthurs w.,32,94,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,2nd round,gambill j.m.,santoro f.,62,28,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,2nd round,fromberg r.,massu n.,71,68,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,2nd round,ferreira w.,rosset m.,40,33,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,2nd round,black b.,sargsian s.,65,78,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,2nd round,bjorkman j.,mirnyi m.,85,58,3.0,tennis_data,2000
nottingham open,2000-06-19,grass,2nd round,parmar a.,cowan b.,151,180,3.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,pavel a.,nestor d.,34,154,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,philippoussis m.,di pasquale a.,18,49,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,popp a.,chang m.,114,24,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,portas a.,spadea v.,55,61,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,pozzi g.,o'brien a.,64,192,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,rosset m.,parmar a.,33,137,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,rafter p.,woodbridge t.,21,171,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,rochus o.,norman m.,179,2,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,sampras p.,kucera k.,3,44,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,schalken s.,rochus c.,53,89,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,schuettler r.,escude n.,77,17,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,prinosil d.,huet s.,84,108,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,kuerten g.,bower j.,4,509,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,bjorkman j.,dosedel s.,78,50,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,henman t.,clement a.,14,58,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,haas t.,vinciguerra a.,23,39,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,gustafsson m.,mirnyi m.,72,59,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,golmard j.,koubek s.,70,36,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,goldstein p.,tarango j.,76,60,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,godwin n.,martin a.,203,67,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,gimelstob j.,llodra m.,99,158,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,gambill j.m.,santoro f.,56,30,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,ferreira w.,krajicek r.,37,27,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,enqvist t.,clavet f.,8,42,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,el aynaoui y.,lee m.,16,259,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,damm m.,safin m.,86,9,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,black b.,hrbaty d.,52,32,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,vinck c.,levy h.,160,142,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,johansson t.,kafelnikov y.,57,5,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,voltchkov v.,pioline c.,237,6,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,sampras p.,gimelstob j.,3,99,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,bjorkman j.,godwin n.,78,203,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,arazi h.,lareau s.,38,133,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,semifinals,sampras p.,voltchkov v.,3,237,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,semifinals,rafter p.,agassi a.,21,1,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,quarterfinals,voltchkov v.,black b.,237,52,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,quarterfinals,sampras p.,gambill j.m.,3,56,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,quarterfinals,rafter p.,popp a.,21,114,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,quarterfinals,agassi a.,philippoussis m.,1,18,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,4th round,voltchkov v.,ferreira w.,237,37,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,4th round,sampras p.,bjorkman j.,3,78,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,4th round,rafter p.,johansson t.,21,57,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,4th round,popp a.,rosset m.,114,33,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,4th round,philippoussis m.,henman t.,18,14,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,4th round,gambill j.m.,enqvist t.,56,8,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,4th round,black b.,pozzi g.,52,64,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,4th round,agassi a.,prinosil d.,1,84,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,voltchkov v.,el aynaoui y.,237,16,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,rosset m.,haas t.,33,23,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,rafter p.,schuettler r.,21,77,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,the final,sampras p.,rafter p.,3,21,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,prinosil d.,damm m.,84,86,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,pozzi g.,rochus o.,64,179,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,popp a.,kuerten g.,114,4,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,philippoussis m.,schalken s.,18,53,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,johansson t.,gustafsson m.,57,72,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,henman t.,arazi h.,14,38,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,gambill j.m.,goldstein p.,56,76,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,ferreira w.,pavel a.,37,34,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,enqvist t.,vinck c.,8,160,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,black b.,portas a.,52,55,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,3rd round,agassi a.,golmard j.,1,70,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,2nd round,agassi a.,martin t.,1,20,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,goldstein p.,boutter j.,76,103,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,voltchkov v.,chela j.i.,237,54,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,krajicek r.,kohlmann m.,27,189,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,koubek s.,voinea a.,36,93,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,kafelnikov y.,federer r.,5,35,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,johansson t.,meligeni f.,57,100,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,huet s.,bhupathi m.,108,1049,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,hrbaty d.,zabaleta m.,32,40,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,henman t.,srichaphan p.,14,90,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,haas t.,kiefer n.,23,12,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,gustafsson m.,kilderry p.,72,297,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,golmard j.,saulnier c.,70,124,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,godwin n.,vicente f.,203,31,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,gimelstob j.,cowan b.,99,172,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,gambill j.m.,hewitt l.,56,7,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,kucera k.,black w.,44,166,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,ferreira w.,arthurs w.,37,94,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,enqvist t.,hantschk m.,8,92,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,el aynaoui y.,mantilla f.,16,75,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,dosedel s.,lapentti n.,50,10,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,di pasquale a.,hipfl m.,49,97,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,damm m.,petrovic d.,86,185,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,clavet f.,gumy h.,42,88,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,chang m.,gaudio g.,24,41,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,bower j.,sanguinetti d.,509,87,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,black b.,ilie a.,52,43,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,bjorkman j.,medvedev a.,78,47,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,arazi h.,gaudi i.,38,218,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,agassi a.,dent t.,1,256,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,woodbridge t.,siemerink j.,171,123,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,escude n.,canas g.,17,144,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,kuerten g.,woodruff c.,4,46,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,clement a.,ivanisevic g.,58,65,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,lee m.,marin j.a.,259,68,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,lareau s.,russell m.,133,183,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,vinck c.,massu n.,160,69,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,vinciguerra a.,tieleman l.,39,96,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,tarango j.,grosjean s.,60,28,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,spadea v.,rusedski g.,61,22,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,schalken s.,bastl g.,53,73,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,santoro f.,gaudenzi a.,30,91,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,sampras p.,vanek j.,3,80,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,safin m.,blanco g.,9,74,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,rosset m.,squillari f.,33,19,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,rochus o.,fromberg r.,179,66,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,rochus c.,tillstrom m.,89,62,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,rafter p.,delgado j.,21,143,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,prinosil d.,sargsian s.,84,79,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,schuettler r.,moya c.,77,51,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,portas a.,zib t.,55,121,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,levy h.,stoltenberg j.,142,82,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,pozzi g.,novak j.,64,45,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,llodra m.,alami k.,158,29,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,martin a.,eschauer w.,67,176,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,mirnyi m.,ulihrach b.,59,85,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,nestor d.,maclagan m.,154,353,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,norman m.,woodforde m.,2,191,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,martin t.,jonsson f.,20,118,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,parmar a.,sa a.,137,83,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,pavel a.,berasategui a.,34,113,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,philippoussis m.,melzer j.,18,387,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,pioline c.,ruud c.,6,111,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,popp a.,agenor r.,114,98,5.0,tennis_data,2000
wimbledon,2000-06-26,grass,1st round,o'brien a.,ljubicic i.,192,81,5.0,tennis_data,2000
hall of fame championships,2000-07-10,grass,1st round,ketola t.,gimelstob j.,166,87,3.0,tennis_data,2000
